Engine_no,Cycle,Altitude,Mach,TRA,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,epr,Ps30,phi,NRf,NRc,BPR,farB,htBleed,Nf_dmd,PCNfR_dmd,W31,W32,RUL
408,21,0.0024,0.0,100.0,518.67,642.65,1592.17,1404.45,14.62,21.61,553.46,2388.11,9054.49,1.3,47.46,521.57,2388.13,8138.23,8.4485,0.03,393,2388,100.0,38.86,23.2943,153
408,22,0.0021,-0.0004,100.0,518.67,642.61,1587.88,1405.95,14.62,21.61,553.94,2388.07,9056.04,1.3,47.54,521.77,2388.06,8138.49,8.4071,0.03,392,2388,100.0,38.86,23.3064,152
408,23,0.0021,0.0003,100.0,518.67,642.56,1580.15,1402.91,14.62,21.61,553.7,2388.05,9060.38,1.3,47.55,521.55,2388.09,8136.97,8.4477,0.03,393,2388,100.0,38.91,23.3004,151
408,24,0.002,0.0003,100.0,518.67,642.87,1591.26,1404.7,14.62,21.61,553.86,2388.05,9062.32,1.3,47.38,521.7,2388.09,8138.95,8.4493,0.03,393,2388,100.0,38.76,23.4346,150
408,25,0.0029,0.0003,100.0,518.67,642.86,1589.45,1396.94,14.62,21.61,553.93,2388.1,9060.07,1.3,47.36,521.97,2388.08,8136.03,8.3925,0.03,392,2388,100.0,38.89,23.272,149
408,26,0.0009,-0.0002,100.0,518.67,642.42,1588.14,1407.73,14.62,21.61,553.01,2388.12,9055.22,1.3,47.45,521.67,2388.07,8139.86,8.4462,0.03,393,2388,100.0,38.91,23.348,148
408,27,-0.0014,0.0004,100.0,518.67,642.57,1582.86,1405.52,14.62,21.61,553.45,2388.07,9050.52,1.3,47.51,521.78,2388.07,8139.56,8.4751,0.03,394,2388,100.0,38.95,23.3093,147
408,28,0.0001,-0.0003,100.0,518.67,642.24,1590.06,1406.11,14.62,21.61,553.94,2388.05,9054.88,1.3,47.36,521.66,2388.12,8132.2,8.4152,0.03,394,2388,100.0,38.91,23.3073,146
408,29,-0.0012,0.0003,100.0,518.67,642.12,1597.64,1400.44,14.62,21.61,553.5,2388.1,9054.79,1.3,47.5,521.78,2388.11,8137.62,8.4234,0.03,392,2388,100.0,38.86,23.3611,145
408,30,0.0007,-0.0,100.0,518.67,642.1,1593.05,1406.31,14.62,21.61,554.62,2388.1,9059.58,1.3,47.56,521.94,2388.05,8139.64,8.4466,0.03,392,2388,100.0,38.81,23.2778,144
408,31,0.0004,-0.0003,100.0,518.67,642.12,1589.24,1411.25,14.62,21.61,553.78,2388.06,9057.37,1.3,47.42,521.81,2388.09,8136.23,8.4428,0.03,392,2388,100.0,38.89,23.3114,143
408,32,-0.0009,-0.0003,100.0,518.67,642.62,1589.07,1407.96,14.62,21.61,553.96,2388.03,9060.03,1.3,47.56,521.8,2388.08,8134.14,8.4392,0.03,393,2388,100.0,38.88,23.2603,142
408,33,-0.0007,0.0001,100.0,518.67,642.27,1588.76,1400.87,14.62,21.61,553.71,2388.06,9064.42,1.3,47.64,521.22,2388.11,8137.85,8.4211,0.03,393,2388,100.0,38.99,23.316,141
408,34,0.0007,-0.0003,100.0,518.67,642.32,1587.21,1409.75,14.62,21.61,554.44,2388.07,9049.49,1.3,47.56,521.71,2388.06,8141.71,8.4209,0.03,392,2388,100.0,38.93,23.3228,140
408,35,-0.0008,0.0001,100.0,518.67,642.1,1593.5,1406.34,14.62,21.61,554.29,2388.06,9052.12,1.3,47.49,521.96,2388.07,8136.53,8.381,0.03,393,2388,100.0,38.87,23.2743,139
408,36,0.0017,0.0001,100.0,518.67,642.64,1590.05,1408.82,14.62,21.61,554.23,2388.08,9052.82,1.3,47.39,521.65,2388.08,8137.97,8.4134,0.03,393,2388,100.0,38.92,23.4157,138
408,37,-0.0013,-0.0001,100.0,518.67,642.9,1591.16,1407.5,14.62,21.61,554.36,2388.07,9061.89,1.3,47.44,521.59,2388.07,8135.84,8.4666,0.03,393,2388,100.0,38.88,23.2656,137
408,38,0.0034,0.0002,100.0,518.67,642.24,1587.02,1405.26,14.62,21.61,553.13,2388.09,9064.54,1.3,47.32,521.9,2388.07,8137.32,8.4116,0.03,392,2388,100.0,38.79,23.3744,136
408,39,0.0048,-0.0002,100.0,518.67,642.54,1590.93,1406.19,14.62,21.61,553.64,2388.13,9057.36,1.3,47.58,521.57,2388.04,8136.3,8.4187,0.03,394,2388,100.0,38.95,23.4567,135
408,40,0.001,-0.0,100.0,518.67,642.69,1590.43,1402.05,14.62,21.61,553.73,2388.09,9064.83,1.3,47.5,521.38,2388.11,8136.61,8.4369,0.03,394,2388,100.0,38.64,23.364,134
408,41,-0.0031,0.0004,100.0,518.67,642.38,1594.74,1410.85,14.62,21.61,553.43,2388.06,9059.76,1.3,47.57,521.62,2388.1,8134.3,8.4492,0.03,394,2388,100.0,38.95,23.3432,133
408,42,-0.0017,0.0003,100.0,518.67,642.58,1584.92,1407.31,14.62,21.61,553.86,2388.12,9052.09,1.3,47.49,521.72,2388.1,8136.64,8.4141,0.03,394,2388,100.0,38.95,23.3564,132
408,43,0.0036,0.0003,100.0,518.67,642.78,1584.15,1404.22,14.62,21.61,553.63,2388.04,9051.43,1.3,47.57,521.87,2388.12,8136.63,8.4551,0.03,390,2388,100.0,38.88,23.4644,131
408,44,0.0033,0.0005,100.0,518.67,642.13,1591.71,1409.81,14.62,21.61,553.85,2388.06,9060.44,1.3,47.41,521.45,2388.02,8139.74,8.4625,0.03,393,2388,100.0,38.88,23.3461,130
408,45,-0.0049,0.0002,100.0,518.67,642.21,1586.65,1405.96,14.62,21.61,554.22,2388.05,9058.18,1.3,47.47,520.92,2388.04,8134.82,8.4536,0.03,393,2388,100.0,38.69,23.3308,129
408,46,0.0021,0.0004,100.0,518.67,642.47,1597.15,1409.82,14.62,21.61,552.68,2388.07,9061.55,1.3,47.41,521.56,2388.12,8140.12,8.4662,0.03,393,2388,100.0,38.93,23.377,128
408,47,0.0003,0.0,100.0,518.67,642.45,1595.14,1401.39,14.62,21.61,553.7,2388.08,9059.79,1.3,47.28,521.49,2388.06,8139.73,8.3991,0.03,394,2388,100.0,39.08,23.2883,127
408,48,0.0004,-0.0004,100.0,518.67,642.81,1590.17,1412.5,14.62,21.61,554.23,2388.07,9060.51,1.3,47.52,521.08,2388.09,8137.68,8.4436,0.03,393,2388,100.0,38.89,23.3123,126
408,49,0.0001,0.0004,100.0,518.67,642.76,1589.47,1410.65,14.62,21.61,553.44,2388.06,9057.92,1.3,47.39,521.41,2388.07,8134.72,8.4268,0.03,393,2388,100.0,38.96,23.1859,125
408,50,0.001,-0.0003,100.0,518.67,642.66,1588.47,1415.84,14.62,21.61,553.81,2388.15,9060.43,1.3,47.47,522.06,2388.08,8141.73,8.4125,0.03,393,2388,100.0,38.83,23.3373,124
408,51,-0.0002,0.0001,100.0,518.67,642.78,1592.41,1405.59,14.62,21.61,553.7,2388.08,9057.87,1.3,47.5,521.68,2388.14,8134.48,8.4368,0.03,392,2388,100.0,38.75,23.3032,123
408,52,-0.0062,0.0001,100.0,518.67,642.5,1594.57,1406.31,14.62,21.61,554.27,2388.05,9060.64,1.3,47.51,521.75,2388.07,8141.52,8.3997,0.03,392,2388,100.0,38.91,23.3538,122
408,53,-0.0013,0.0003,100.0,518.67,642.97,1593.81,1413.83,14.62,21.61,553.27,2388.01,9060.42,1.3,47.67,521.75,2388.09,8138.49,8.4555,0.03,393,2388,100.0,38.86,23.4727,121
408,54,-0.0021,0.0005,100.0,518.67,642.49,1590.59,1412.86,14.62,21.61,553.74,2388.14,9064.55,1.3,47.64,521.99,2388.06,8137.66,8.4239,0.03,393,2388,100.0,38.88,23.3423,120
408,55,-0.001,-0.0003,100.0,518.67,642.69,1580.38,1404.37,14.62,21.61,553.48,2388.09,9052.72,1.3,47.46,521.29,2388.04,8142.02,8.4439,0.03,393,2388,100.0,38.81,23.3318,119
408,56,-0.0022,-0.0003,100.0,518.67,642.21,1586.94,1401.15,14.62,21.61,553.45,2388.11,9062.52,1.3,47.4,522.01,2388.03,8140.97,8.4687,0.03,391,2388,100.0,38.93,23.3788,118
408,57,-0.0008,0.0002,100.0,518.67,642.51,1592.77,1409.67,14.62,21.61,553.28,2388.09,9058.09,1.3,47.38,521.69,2388.08,8139.63,8.4173,0.03,395,2388,100.0,39.0,23.2526,117
408,58,0.0007,0.0002,100.0,518.67,642.22,1596.12,1407.71,14.62,21.61,554.53,2388.09,9058.92,1.3,47.6,521.82,2388.07,8143.58,8.404,0.03,393,2388,100.0,38.77,23.2458,116
408,59,0.0003,-0.0002,100.0,518.67,642.45,1592.74,1406.42,14.62,21.61,553.1,2388.08,9064.6,1.3,47.46,521.35,2388.13,8144.15,8.4361,0.03,394,2388,100.0,38.77,23.2777,115
408,60,0.002,-0.0004,100.0,518.67,642.52,1590.48,1411.0,14.62,21.61,553.27,2388.1,9058.07,1.3,47.64,520.9,2388.12,8139.94,8.4626,0.03,393,2388,100.0,38.84,23.3019,114
408,61,-0.002,0.0,100.0,518.67,642.66,1591.86,1413.19,14.62,21.61,553.94,2388.11,9059.31,1.3,47.53,521.79,2388.09,8142.97,8.3816,0.03,393,2388,100.0,38.82,23.3594,113
408,62,-0.0024,-0.0003,100.0,518.67,642.24,1588.22,1405.73,14.62,21.61,552.96,2388.07,9058.18,1.3,47.45,521.42,2388.08,8139.61,8.4299,0.03,392,2388,100.0,38.8,23.2142,112
408,63,0.0011,0.0,100.0,518.67,642.36,1596.3,1401.21,14.62,21.61,553.94,2388.08,9061.86,1.3,47.39,521.78,2388.07,8140.79,8.4244,0.03,392,2388,100.0,39.03,23.213,111
408,64,-0.0024,0.0003,100.0,518.67,642.4,1592.64,1411.57,14.62,21.61,554.04,2388.1,9062.62,1.3,47.6,521.12,2388.07,8145.16,8.4156,0.03,393,2388,100.0,38.89,23.2744,110
408,65,-0.0034,0.0006,100.0,518.67,642.54,1593.11,1408.06,14.62,21.61,552.85,2388.07,9065.66,1.3,47.54,521.57,2388.04,8140.95,8.4301,0.03,394,2388,100.0,39.0,23.2874,109
408,66,0.002,-0.0004,100.0,518.67,642.52,1582.14,1408.36,14.62,21.61,553.43,2388.04,9057.84,1.3,47.46,521.49,2388.13,8144.46,8.4233,0.03,392,2388,100.0,38.69,23.3455,108
408,67,-0.0023,0.0004,100.0,518.67,642.16,1585.63,1410.12,14.62,21.61,554.04,2388.07,9061.95,1.3,47.54,521.02,2388.16,8142.1,8.4283,0.03,392,2388,100.0,38.53,23.326,107
408,68,0.0028,-0.0001,100.0,518.67,642.87,1597.87,1404.3,14.62,21.61,554.17,2388.1,9061.86,1.3,47.41,521.19,2388.1,8141.75,8.4105,0.03,394,2388,100.0,38.8,23.2922,106
408,69,0.0008,0.0005,100.0,518.67,642.98,1585.37,1410.09,14.62,21.61,553.43,2388.09,9062.35,1.3,47.51,521.49,2388.03,8135.27,8.4442,0.03,392,2388,100.0,38.87,23.277,105
408,70,0.0008,0.0006,100.0,518.67,642.99,1595.73,1403.58,14.62,21.61,553.41,2388.06,9062.47,1.3,47.46,522.1,2388.06,8142.13,8.4281,0.03,393,2388,100.0,38.7,23.2711,104
408,71,0.0012,-0.0001,100.0,518.67,642.41,1589.13,1401.43,14.62,21.61,553.25,2388.07,9059.55,1.3,47.45,521.6,2388.09,8140.9,8.4324,0.03,393,2388,100.0,38.78,23.267,103
408,72,0.0012,0.0002,100.0,518.67,642.44,1588.81,1410.47,14.62,21.61,553.58,2388.05,9060.81,1.3,47.35,521.27,2388.16,8139.38,8.4708,0.03,392,2388,100.0,38.9,23.2641,102
408,73,0.0002,0.0002,100.0,518.67,642.63,1590.97,1402.87,14.62,21.61,553.4,2388.06,9056.48,1.3,47.59,522.16,2388.12,8143.06,8.4364,0.03,393,2388,100.0,38.76,23.4043,101
408,74,-0.0049,-0.0001,100.0,518.67,642.51,1584.29,1404.67,14.62,21.61,553.79,2388.11,9061.95,1.3,47.41,521.95,2388.1,8144.57,8.4564,0.03,393,2388,100.0,38.81,23.4692,100
408,75,-0.002,0.0001,100.0,518.67,642.8,1591.75,1400.33,14.62,21.61,553.6,2388.07,9063.05,1.3,47.35,521.34,2388.07,8146.1,8.4701,0.03,394,2388,100.0,38.94,23.3733,99
408,76,-0.0013,0.0002,100.0,518.67,642.06,1582.05,1400.34,14.62,21.61,552.69,2388.1,9057.55,1.3,47.53,521.49,2388.08,8144.7,8.418,0.03,394,2388,100.0,38.89,23.3453,98
408,77,0.001,0.0004,100.0,518.67,641.86,1590.47,1406.93,14.62,21.61,553.78,2388.07,9059.81,1.3,47.33,521.21,2388.08,8143.64,8.4195,0.03,393,2388,100.0,38.91,23.3177,97
408,78,-0.0016,0.0004,100.0,518.67,642.51,1590.67,1409.71,14.62,21.61,552.63,2388.03,9062.29,1.3,47.42,521.4,2388.09,8142.31,8.4358,0.03,394,2388,100.0,38.74,23.3109,96
408,79,-0.0034,-0.0003,100.0,518.67,642.57,1595.22,1410.47,14.62,21.6,553.86,2388.02,9065.83,1.3,47.52,521.73,2388.05,8146.88,8.4351,0.03,393,2388,100.0,39.0,23.4025,95
408,80,-0.0014,0.0003,100.0,518.67,642.36,1584.04,1407.75,14.62,21.61,553.36,2388.06,9063.48,1.3,47.42,521.27,2388.07,8146.58,8.4277,0.03,393,2388,100.0,38.83,23.2085,94
408,81,0.0014,0.0005,100.0,518.67,643.1,1587.75,1406.49,14.62,21.61,554.17,2388.04,9067.36,1.3,47.53,521.49,2388.05,8147.81,8.4343,0.03,394,2388,100.0,38.77,23.3828,93
408,82,0.002,0.0004,100.0,518.67,642.65,1586.63,1405.16,14.62,21.61,553.9,2388.1,9068.94,1.3,47.52,521.32,2388.12,8142.28,8.3985,0.03,394,2388,100.0,38.81,23.4403,92
408,83,0.0006,-0.0001,100.0,518.67,642.39,1587.51,1410.38,14.62,21.61,553.54,2388.1,9069.26,1.3,47.34,521.54,2388.08,8139.22,8.4517,0.03,392,2388,100.0,38.76,23.2618,91
408,84,0.0011,0.0005,100.0,518.67,643.01,1594.46,1410.16,14.62,21.61,553.42,2388.08,9063.31,1.3,47.3,521.63,2388.13,8142.87,8.4394,0.03,391,2388,100.0,38.62,23.377,90
408,85,0.0038,-0.0003,100.0,518.67,642.48,1588.68,1411.27,14.62,21.61,553.16,2388.07,9064.09,1.3,47.54,521.72,2388.12,8146.45,8.4506,0.03,393,2388,100.0,38.82,23.2713,89
408,86,-0.0017,0.0,100.0,518.67,642.51,1587.4,1406.01,14.62,21.61,554.01,2388.12,9063.7,1.3,47.52,521.27,2388.1,8144.15,8.4512,0.03,393,2388,100.0,38.87,23.2179,88
408,87,-0.0016,-0.0002,100.0,518.67,642.77,1584.88,1409.89,14.62,21.61,554.09,2388.07,9069.37,1.3,47.51,521.52,2388.08,8144.15,8.4588,0.03,394,2388,100.0,38.92,23.2558,87
408,88,-0.0013,-0.0003,100.0,518.67,642.5,1590.39,1411.68,14.62,21.61,553.61,2388.14,9059.85,1.3,47.38,521.31,2388.09,8148.97,8.4335,0.03,392,2388,100.0,38.94,23.1107,86
408,89,-0.0029,-0.0003,100.0,518.67,643.0,1587.28,1405.56,14.62,21.61,552.52,2388.09,9063.49,1.3,47.56,521.39,2388.04,8140.82,8.4426,0.03,393,2388,100.0,38.89,23.2658,85
408,90,0.0024,0.0003,100.0,518.67,642.35,1590.16,1417.49,14.62,21.61,553.07,2388.12,9060.19,1.3,47.48,521.86,2388.03,8141.27,8.4408,0.03,391,2388,100.0,38.87,23.3558,84
408,91,-0.0002,0.0001,100.0,518.67,643.14,1591.48,1405.66,14.62,21.61,554.24,2388.09,9071.99,1.3,47.56,521.7,2388.07,8146.31,8.4509,0.03,395,2388,100.0,38.76,23.3416,83
408,92,0.0026,0.0003,100.0,518.67,642.35,1593.61,1409.43,14.62,21.61,553.46,2388.11,9062.57,1.3,47.43,521.18,2388.03,8141.75,8.4556,0.03,393,2388,100.0,38.64,23.3382,82
408,93,0.0025,-0.0003,100.0,518.67,642.77,1587.28,1406.44,14.62,21.61,553.19,2388.05,9065.51,1.3,47.71,521.45,2388.12,8143.45,8.4455,0.03,392,2388,100.0,38.9,23.2343,81
408,94,-0.0006,-0.0004,100.0,518.67,642.94,1588.42,1404.61,14.62,21.61,552.92,2388.1,9065.69,1.3,47.45,521.37,2388.1,8147.14,8.4437,0.03,392,2388,100.0,38.64,23.4486,80
408,95,0.0057,0.0003,100.0,518.67,642.82,1593.36,1411.85,14.62,21.61,553.89,2388.07,9064.82,1.3,47.36,521.63,2388.12,8144.33,8.4429,0.03,393,2388,100.0,38.9,23.2578,79
408,96,0.0009,0.0001,100.0,518.67,642.36,1592.66,1414.37,14.62,21.61,553.02,2387.98,9064.38,1.3,47.47,521.32,2388.09,8148.63,8.4363,0.03,394,2388,100.0,38.68,23.3524,78
408,97,0.0034,-0.0003,100.0,518.67,643.07,1591.85,1407.45,14.62,21.61,553.42,2388.07,9064.09,1.3,47.34,521.28,2388.09,8150.16,8.4461,0.03,393,2388,100.0,39.01,23.2799,77
408,98,0.0019,0.0006,100.0,518.67,643.0,1592.48,1401.99,14.62,21.61,553.65,2388.13,9071.3,1.3,47.51,521.01,2388.09,8145.53,8.4659,0.03,395,2388,100.0,38.68,23.3167,76
408,99,-0.0012,0.0004,100.0,518.67,642.52,1596.71,1410.41,14.62,21.61,552.68,2388.09,9069.39,1.3,47.43,520.99,2388.09,8150.19,8.4266,0.03,394,2388,100.0,38.82,23.3248,75
408,100,-0.0007,0.0002,100.0,518.67,642.56,1595.25,1410.81,14.62,21.61,553.4,2388.08,9067.78,1.3,47.46,521.72,2388.06,8151.41,8.4432,0.03,394,2388,100.0,38.89,23.3432,74
408,101,-0.0026,0.0001,100.0,518.67,642.78,1591.54,1408.18,14.62,21.61,553.09,2388.08,9070.91,1.3,47.59,521.65,2388.08,8146.71,8.4263,0.03,392,2388,100.0,38.72,23.4146,73
408,102,-0.0007,-0.0002,100.0,518.67,642.7,1594.52,1410.69,14.62,21.61,553.81,2388.12,9071.86,1.3,47.74,521.05,2388.09,8150.19,8.3985,0.03,394,2388,100.0,38.85,23.3346,72
408,103,0.0025,0.0005,100.0,518.67,642.61,1595.5,1416.26,14.62,21.61,553.27,2388.09,9070.89,1.3,47.64,521.08,2388.05,8146.69,8.439,0.03,394,2388,100.0,38.83,23.2206,71
408,104,-0.0007,0.0004,100.0,518.67,642.84,1588.35,1417.56,14.62,21.61,553.87,2388.13,9070.31,1.3,47.58,521.87,2388.06,8147.42,8.4464,0.03,392,2388,100.0,38.79,23.3207,70
408,105,-0.0009,0.0001,100.0,518.67,642.7,1587.09,1404.12,14.62,21.6,553.63,2388.04,9075.26,1.3,47.49,521.51,2388.03,8150.58,8.4511,0.03,393,2388,100.0,38.96,23.2648,69
408,106,0.0004,0.0005,100.0,518.67,642.53,1588.81,1408.68,14.62,21.61,553.39,2388.06,9076.22,1.3,47.62,521.72,2388.07,8150.35,8.4621,0.03,392,2388,100.0,38.72,23.3062,68
408,107,-0.0015,-0.0002,100.0,518.67,643.22,1593.37,1411.3,14.62,21.61,553.4,2388.12,9075.06,1.3,47.59,521.33,2388.11,8152.72,8.3844,0.03,394,2388,100.0,38.88,23.3596,67
408,108,-0.0003,0.0,100.0,518.67,642.88,1583.31,1410.86,14.62,21.61,553.02,2388.11,9070.47,1.3,47.63,521.32,2388.15,8150.45,8.4496,0.03,393,2388,100.0,38.8,23.3966,66
408,109,-0.0004,0.0,100.0,518.67,642.51,1590.4,1413.2,14.62,21.61,553.42,2388.04,9072.44,1.3,47.54,521.62,2388.09,8151.18,8.4546,0.03,393,2388,100.0,38.72,23.2925,65
408,110,-0.0037,0.0006,100.0,518.67,643.22,1593.83,1410.26,14.62,21.61,553.84,2388.15,9074.83,1.3,47.47,521.89,2388.04,8148.76,8.4705,0.03,393,2388,100.0,38.76,23.1605,64
408,111,-0.0022,0.0005,100.0,518.67,643.03,1597.14,1416.95,14.62,21.61,553.55,2388.12,9069.67,1.3,47.59,521.16,2388.06,8150.54,8.4654,0.03,394,2388,100.0,38.61,23.3913,63
408,112,-0.0015,0.0002,100.0,518.67,642.38,1579.02,1413.27,14.62,21.61,553.14,2388.11,9079.61,1.3,47.45,521.41,2388.07,8148.8,8.447,0.03,393,2388,100.0,38.94,23.2622,62
408,113,-0.0007,-0.0002,100.0,518.67,642.43,1589.37,1410.01,14.62,21.61,553.38,2388.05,9072.54,1.3,47.47,521.15,2388.08,8153.01,8.4532,0.03,393,2388,100.0,38.62,23.2329,61
408,114,-0.0046,0.0005,100.0,518.67,643.01,1591.57,1411.99,14.62,21.61,553.35,2388.07,9074.2,1.3,47.61,521.27,2388.1,8144.57,8.4641,0.03,394,2388,100.0,38.75,23.2001,60
408,115,0.0037,0.0003,100.0,518.67,643.74,1592.42,1407.17,14.62,21.61,553.65,2388.1,9074.59,1.3,47.57,521.72,2388.14,8155.8,8.4717,0.03,395,2388,100.0,38.77,23.25,59
408,116,-0.0048,0.0001,100.0,518.67,643.33,1593.99,1409.83,14.62,21.61,553.41,2388.11,9074.47,1.3,47.61,521.23,2388.05,8145.67,8.4347,0.03,393,2388,100.0,38.84,23.2718,58
408,117,-0.0011,0.0005,100.0,518.67,642.54,1588.67,1404.6,14.62,21.61,553.5,2388.08,9078.77,1.3,47.69,521.32,2388.14,8155.52,8.4406,0.03,394,2388,100.0,38.91,23.3017,57
408,118,0.001,-0.0003,100.0,518.67,642.49,1593.52,1403.29,14.62,21.61,553.14,2388.05,9074.35,1.3,47.49,520.8,2388.09,8153.91,8.4286,0.03,395,2388,100.0,38.77,23.3187,56
408,119,-0.0013,0.0001,100.0,518.67,642.87,1593.78,1416.84,14.62,21.61,553.46,2388.06,9072.52,1.3,47.71,520.97,2388.07,8154.19,8.469,0.03,394,2388,100.0,38.66,23.1652,55
408,120,0.0017,0.0001,100.0,518.67,643.01,1586.98,1407.43,14.62,21.61,553.2,2388.1,9085.65,1.3,47.74,521.55,2388.1,8153.57,8.4699,0.03,393,2388,100.0,38.6,23.332,54
408,121,-0.0031,-0.0003,100.0,518.67,642.52,1594.75,1411.57,14.62,21.61,552.96,2388.15,9079.73,1.3,47.57,521.28,2388.08,8163.05,8.4267,0.03,392,2388,100.0,38.74,23.2105,53
408,122,0.0016,-0.0002,100.0,518.67,642.8,1595.35,1406.43,14.62,21.61,553.28,2388.1,9077.18,1.3,47.54,521.66,2388.11,8156.19,8.4333,0.03,395,2388,100.0,38.85,23.3041,52
408,123,0.0023,0.0003,100.0,518.67,642.75,1595.18,1409.37,14.62,21.61,553.63,2388.15,9084.89,1.3,47.7,521.43,2388.11,8162.05,8.3999,0.03,395,2388,100.0,38.74,23.2065,51
408,124,0.0044,0.0001,100.0,518.67,642.91,1593.53,1412.07,14.62,21.61,553.65,2388.13,9081.58,1.3,47.54,521.16,2388.08,8161.67,8.4258,0.03,393,2388,100.0,38.73,23.1972,50
408,125,-0.0003,-0.0004,100.0,518.67,642.83,1591.11,1412.44,14.62,21.61,552.6,2388.12,9085.55,1.3,47.58,521.31,2388.07,8164.62,8.4686,0.03,394,2388,100.0,38.84,23.1919,49
408,126,-0.0006,-0.0003,100.0,518.67,642.87,1592.05,1418.5,14.62,21.61,553.51,2388.12,9083.46,1.3,47.55,521.08,2388.1,8158.82,8.4077,0.03,394,2388,100.0,38.88,23.1787,48
408,127,0.0025,0.0005,100.0,518.67,642.82,1588.59,1409.35,14.62,21.61,553.34,2388.12,9083.4,1.3,47.62,521.61,2388.07,8156.77,8.4685,0.03,393,2388,100.0,38.62,23.2699,47
408,128,0.0012,-0.0003,100.0,518.67,643.0,1598.26,1404.41,14.62,21.61,553.66,2388.09,9085.63,1.3,47.53,521.32,2388.11,8161.97,8.4419,0.03,394,2388,100.0,38.76,23.3417,46
408,129,-0.0029,0.0002,100.0,518.67,643.03,1595.13,1411.26,14.62,21.61,553.5,2388.06,9086.44,1.3,47.74,521.58,2388.07,8158.58,8.4746,0.03,394,2388,100.0,38.71,23.2379,45
408,130,0.0002,0.0001,100.0,518.67,642.67,1591.45,1415.87,14.62,21.61,553.04,2388.13,9093.4,1.3,47.65,521.33,2388.09,8160.39,8.493,0.03,392,2388,100.0,38.88,23.2366,44
408,131,0.0004,0.0004,100.0,518.67,643.1,1590.26,1407.95,14.62,21.61,553.78,2388.04,9095.24,1.3,47.69,521.84,2388.02,8170.58,8.4472,0.03,393,2388,100.0,38.78,23.1736,43
408,132,0.0022,0.0006,100.0,518.67,642.8,1592.41,1413.41,14.62,21.61,552.48,2388.05,9081.04,1.3,47.62,521.25,2388.07,8157.38,8.4579,0.03,393,2388,100.0,38.76,23.1943,42
408,133,-0.0029,-0.0004,100.0,518.67,642.96,1593.6,1417.35,14.62,21.61,553.32,2388.06,9083.08,1.3,47.6,521.0,2388.1,8166.74,8.4603,0.03,393,2388,100.0,38.69,23.2827,41
408,134,-0.0025,-0.0001,100.0,518.67,642.54,1589.85,1415.98,14.62,21.61,552.96,2388.1,9091.72,1.3,47.68,520.48,2388.05,8162.37,8.4641,0.03,395,2388,100.0,38.75,23.3033,40
408,135,-0.0006,0.0004,100.0,518.67,643.02,1595.55,1410.48,14.62,21.61,552.63,2388.12,9088.32,1.3,47.78,520.73,2388.08,8168.1,8.4657,0.03,395,2388,100.0,38.71,23.2488,39
408,136,-0.0042,0.0001,100.0,518.67,643.05,1596.64,1413.23,14.62,21.61,553.1,2388.16,9090.63,1.3,47.71,521.03,2388.11,8171.9,8.4493,0.03,395,2388,100.0,38.7,23.3168,38
408,137,-0.0019,0.0,100.0,518.67,642.65,1599.45,1422.58,14.62,21.61,552.79,2388.12,9097.76,1.3,47.66,521.32,2388.12,8172.78,8.5142,0.03,395,2388,100.0,38.81,23.1535,37
408,138,-0.0015,-0.0002,100.0,518.67,643.21,1599.03,1425.55,14.62,21.61,553.01,2388.07,9098.46,1.3,47.71,521.16,2388.04,8170.65,8.4879,0.03,395,2388,100.0,38.57,23.2345,36
408,139,0.0009,-0.0001,100.0,518.67,642.7,1589.78,1418.0,14.62,21.61,552.9,2388.11,9101.32,1.3,47.76,521.62,2388.16,8172.31,8.498,0.03,394,2388,100.0,38.81,23.1514,35
408,140,-0.0006,-0.0004,100.0,518.67,643.2,1589.23,1413.54,14.62,21.61,553.25,2388.11,9095.02,1.3,47.73,521.37,2388.11,8173.69,8.4532,0.03,394,2388,100.0,38.81,23.3152,34
408,141,-0.0,0.0004,100.0,518.67,642.91,1594.6,1416.46,14.62,21.61,553.42,2388.12,9098.64,1.3,47.74,520.94,2388.06,8175.01,8.4724,0.03,393,2388,100.0,38.44,23.2124,33
408,142,0.0002,0.0004,100.0,518.67,643.42,1598.4,1416.49,14.62,21.61,552.53,2388.11,9098.34,1.3,47.77,520.6,2388.11,8173.51,8.4543,0.03,396,2388,100.0,38.47,23.1357,32
408,143,-0.0024,-0.0,100.0,518.67,642.83,1593.0,1418.37,14.62,21.61,552.94,2388.08,9103.92,1.3,47.76,520.87,2388.11,8177.94,8.4538,0.03,394,2388,100.0,38.65,23.2282,31
408,144,0.0032,-0.0002,100.0,518.67,642.97,1587.71,1419.49,14.62,21.61,552.57,2388.08,9108.32,1.3,47.71,521.42,2388.13,8178.1,8.5103,0.03,394,2388,100.0,38.84,23.2092,30
408,145,0.0008,0.0004,100.0,518.67,642.86,1590.41,1417.52,14.62,21.61,552.88,2388.12,9108.79,1.3,47.74,520.74,2388.09,8179.27,8.4776,0.03,393,2388,100.0,38.51,23.3619,29
408,146,-0.006,-0.0001,100.0,518.67,643.3,1601.98,1410.53,14.62,21.61,553.38,2388.14,9105.86,1.3,47.74,520.48,2388.14,8177.38,8.4687,0.03,394,2388,100.0,38.69,23.2206,28
